179.41998291015625,-56.220001220703125
171.69720458984375,-62.551666259765625
162.77056884765625,-67.02899169921875
153.07781982421875,-69.43362426757812
143.091796875,-69.67276000976562
133.1002197265625,-69.11672973632812
123.10858154296875,-68.56072998046875
113.11700439453125,-68.00473022460938
103.12539672851562,-67.44873046875
93.1337890625,-66.8927001953125
83.1422119140625,-66.33670043945312
73.15057373046875,-65.78070068359375
63.15899658203125,-65.22470092773438
53.1673583984375,-64.66867065429688
43.175750732421875,-64.1126708984375
33.18414306640625,-63.556671142578125
23.19256591796875,-63.00067138671875
13.200897216796875,-62.44464111328125
3.20928955078125,-61.888641357421875
-6.7823486328125,-61.3326416015625
-9.51031494140625,-64.31240844726562
-2.909149169921875,-71.83346557617188
3.6920166015625,-79.35452270507812
10.293182373046875,-86.87554931640625
16.89434814453125,-94.39657592773438
23.4954833984375,-101.91763305664062
30.096649169921875,-109.43865966796875
36.6978759765625,-116.95977783203125
43.29901123046875,-124.48080444335938
49.90020751953125,-132.00186157226562
56.5013427734375,-139.52288818359375
63.102508544921875,-147.04393005371094
69.70364379882812,-154.56495666503906
76.21762084960938,-162.1592254638672
81.52413940429688,-170.62574768066406
85.13949584960938,-179.94082641601562
86.93646240234375,-189.7700653076172
86.849365234375,-199.76174926757812
84.92520141601562,-209.56954956054688
81.59518432617188,-218.98428344726562
76.26358032226562,-227.42822265625
69.19558715820312,-234.48297119140625
60.796142578125,-239.89974975585938
52.145477294921875,-244.93045043945312
43.4935302734375,-249.9588623046875
34.840972900390625,-254.98617553710938
26.1881103515625,-260.0130157470703
17.5350341796875,-265.03955078125
8.8817138671875,-270.0656433105469
0.228363037109375,-275.0916213989258
-8.4251708984375,-280.11743927001953
-17.078826904296875,-285.1429977416992
-25.73236083984375,-290.16846466064453
-34.385986328125,-295.1938018798828
-43.039825439453125,-300.21898651123047
-51.69366455078125,-305.2441864013672
-60.3475341796875,-310.2693786621094
-69.00146484375,-315.29432678222656
-77.65545654296875,-320.3192367553711
-86.30953979492188,-325.34417724609375
-94.96353149414062,-330.3690719604492
-103.61761474609375,-335.39381408691406
-112.271728515625,-340.4184684753418
-120.92575073242188,-345.4430618286133
-129.57998657226562,-350.46778106689453
-138.23422241210938,-355.49232482910156
-147.08497619628906,-360.1396789550781
-156.6900634765625,-362.8729248046875
-166.6614532470703,-363.4194221496582
-176.50901794433594,-361.7590675354004
-185.74859619140625,-357.9698486328125
-193.92356872558594,-352.23402404785156
-201.39666748046875,-345.57860946655273
-208.86923217773438,-338.922664642334
-216.34182739257812,-332.2666778564453
-223.81439208984375,-325.6107177734375
-231.2869873046875,-318.9547424316406
-238.75958251953125,-312.2987594604492
-246.23219299316406,-305.6427764892578
-253.70474243164062,-298.98683166503906
-261.1773376464844,-292.3308563232422
-268.6499328613281,-285.67486572265625
-276.12254333496094,-279.0188751220703
-283.59510803222656,-272.36293029785156
-291.0676040649414,-265.70703125
-298.36287689208984,-258.8657531738281
-304.2098388671875,-250.7700653076172
-308.1166763305664,-241.5795440673828
-309.90287017822266,-231.75367736816406
-309.4921112060547,-221.775390625
-306.895263671875,-212.13282775878906
-302.2259292602539,-203.30540466308594
-295.7300262451172,-195.7196807861328
-287.72991943359375,-189.74246215820312
-278.6041946411133,-185.68719482421875
-268.8086853027344,-183.74334716796875
-258.8250274658203,-183.99380493164062
-249.14132690429688,-186.434326171875
-240.2393798828125,-190.95973205566406
-232.46664428710938,-197.24378967285156
-224.99838256835938,-203.9046173095703
-217.5301055908203,-210.56544494628906
-210.06185913085938,-217.2262725830078
-202.59356689453125,-223.8871307373047
-195.12510681152344,-230.54812622070312
-187.6565399169922,-237.20924377441406
-180.18809509277344,-243.8702392578125
-172.7198486328125,-250.53103637695312
-165.25161743164062,-257.1918640136719
-157.6601104736328,-262.63739013671875
-149.00643920898438,-257.61180114746094
-140.35275268554688,-252.58619689941406
-131.69918823242188,-247.56065368652344
-123.04550170898438,-242.53506469726562
-114.39190673828125,-237.50950622558594
-105.73828125,-232.48394775390625
-97.0845947265625,-227.45834350585938
-100.718505859375,-220.42515563964844
-107.32257080078125,-212.90673828125
-113.9267578125,-205.38819885253906
-120.53097534179688,-197.86962890625
-127.13525390625,-190.35098266601562
-133.7392578125,-182.83265686035156
-140.34332275390625,-175.31423950195312
-146.94740295410156,-167.79583740234375
-153.55145263671875,-160.27745056152344
-160.1555633544922,-152.7589874267578
-166.75967407226562,-145.2405242919922
-173.36380004882812,-137.7220458984375
-179.96791076660156,-130.20361328125
-186.572021484375,-122.68515014648438
